username,postid,text
dbm_aka_fds,post_4330722,funni provid crap evolut fairytal peanut galleri peanut peopl real biologist intellig folk enter domain outstand discuss idiot clue resort person attack understand biolog find googl doubt pimp slap rest peanut galleri ha serious post life spend time hobbi post forum shake rat tail insecur low esteem lot talk evolut post religi fanat watch south park complain prove point religion
bee,post_1060903338,god die sin jesu die go find plausibl answer question matter book read interpret tell believ will base blind faith fought long hard answer realiz jesu man thought die cross save etern burn place reason church ultim soldier laid life hath desper realiz doubt save mother doubt good luck pursuit answer
neutral,post_4391409,claim evid prove appli doubl standard requir evid insult fallaci yep religion shrink peopl turn pope secular spain indic declin insult spew victim atheism caus reason peopl absolut logic convinc interest compar religion class high school reason ignor exactli guess educ deep deep south room educ pretti damb good instanc addit math scienc histori religion english logic learn run call peopl primit base faith extrem rude sign deep seat bigotri intellect figur
neutral,post_4585042,version quot common version call excus guess ad amp charact read wrote insist opinion gospel evid answer understand classifi faith worship call liar call english difficult plainli ask teh sourc teh misquot reciev clearli lift atheist web site citat violat moral command rule forum yawn appeal author fallaci read recogn deliber misquot inabl speak actual context glad play dragon seek project faith person problem text quot king jame bibl agre list mind read frustrat lot atheist best proxim search claim expertis simpli crap nice faith btw address context shock
tomteapack,post_4493347,remark differ christian islam year ago dead religion today long dead civil primit ignor compar today civil fuss fact remain compar modern child ignor man exist thousand thousand year write fire wheel ignor long dead philosoph knowledg today fact today educ today inher know long dead peopl thought believ live philosoph sens fact human mind univers person ancient philosoph teach human human interact bad shape religion bibl meaningless affect peopl idiot ignor stupid modern savag foolish belief bibl great histor learn ancient peopl live believ interact moral provid today worthless evidenc newspap day myth superstit
anobsitar,post_4772024,god faith god lead logic process deliber speak teh famou christian aristotl faith person longest way development psycholog grow tree start earli life long time fruit grow lot patienc side life sound empti car fals true car premis guess problem attent memori spiritu relationship jesu premis hmm jesu good friend friend problem problem exist person share member commun cultur nation civil strang belief undeni fact exist calcul third circl find truth mistak god true creat word truth inspir blue stone bad stone throw red stone blood feel medit sentenc jesu christ deed hey understood sentenc nice jesu christ
felicity,post_4423569,love god love slave assum justif assum thing good cruel assum place valid relationship relationship invalid kind thing realiti instanc dog tree accord god pretti box wo fat man live beauti fit allow fit relationship god relationship god experi will relationship god fact exactli opposit slaveri sin freedom live accord god
divinecomedy,post_4130242,posit inform elector requir religion religion danger well inform elector suprem law land state teach state hous senat state defend prefer cultur state right public educ argument gay state right preserv claim abomin worship state right good argument state right religion requir matter religion adher major state good bad defin religion danger well inform elector suprem law land federalist posit amend need relig test suffici assum melt pot teach defend prefer cultur state educ border wall idea need hors spread challeng state educ system parti state teach valu respect guarante republican form govern result destruct futur minor state simpl fact religion hate admir hitler holi spread rapidli bibl belt state public school english teacher prevent write proverb black board read quot combin associ descript answer popular end cours time thing engin cun men will enabl power peopl usurp govern destroy engin lift unjust dominion govern offspr choic adopt full investig matur deliber complet free principl distribut power unit secur energi provis amend claim confid support submit phrase choic simpli popular elector state choic attempt state state rule appoint life platon philosoph king crush bibl belt state gay state state state imagin skull attitud measur grand ss calibr consid histori imagin state sympathet state clearli distinct error federalist approach oppos amend word congress billion peopl crush state tear battl federalist rage day
saintmichaeldefendthem,post_4529271,die state mortal sin church descent hell church guidelin definit mortal sin final judgement person rest sole god extrem perspect murder die murder mortal sin christian feel go swept glori kill seriou believ murder human sin sin christian commit slide scale examin mortal sin masturb matter human law punish step reason person situat judg god uniqu situat god excus send hell bring children heaven understand disposit rememb god love intim sens word love justic met cross
viv,post_4463844,franc free countri guy stood front door whip start pray pass ask guy mosqu work peopl pray guy mat roll massiv plant pot shelter privaci organis religion needi peopl hang equal live choos long interfer interfer abil work morn traffic disrupt block assert liberti tone articl french provid suitabl privat place prayer avoid disrupt ban authoritarian reason
wongkimark,post_4722170,current solv three bodi problem space mechan power man orbit satellit behav mathemat year ago perform mathemat oper number understand genuin pointless challeng loos term beg question send human mar year ago fair send human moon truth statement true tempor qualifi proven fals well understood phenomenon well understood complet phenomena imagin argument sore struggl formul point
quantrill,post_4525595,wheat describ aspect mysteri form kingdom aspect descript luke matthew matthew emphas kingdom mysteri form parabl jesu christ pastor pictur want christ opportun christ parabl indic simpli wheat grow time god judg faith product christian lose gift place doesnt god faith god open eye jesu christ matt exercis will reciev christ lord saviour
anansi_the_spider,post_4544178,hundr thousand quot war hail inspir moral prophet victori enjoy aid european jew numer jewish leader includ albert einstein isra prime minist chief rabbi isaac express public prais righteou gentil save thousand jew holocaust research comprehens book three pope jew day volum remain definit work jewish scholar subject christian fought nazi pastor answer question awar million tortur starv murder atheist lenin stalin
neutral,post_4406644,coupl flaw assumpt stori similiar religion pick horror novel steal steven king creation ot canon well document time consid global flood today peopl confin villag tribal area travel flood consid global happen pakistan imagin realiz wors flood control road emerg hous central govern massiv potenti death destruct routin hit ancient flood cover context destruct wipe tribe noah hard imagin differ consid truth bear mind thing written thousand year ago concept time space evolv consider point origin kevin water will truth period context well truth
deathstar,post_4722464,agre entir theori agre real univers theoret treat object composit type object set object set exist space time realiti real univers definit real extern realiti space time exist creat talk lesser region real univers light real univers ident reason univers sum part part exist sole identifi explain rule explan realiti forc seek explan basic condit exist embodi equal step explan bring coincid
dattaswami,post_1061022631,final dissolut awar disappear awar associ initi energi disappear god god entir univers watch dream particip item live item inert item soul part inert film inert energi sat scienc agre god inert energi inert design left state god state energi design cover god state absolut god exist creation achiev inert film destroy god exist inert state maintain creation exist sat inert energi dissolut creation exist creation exist sat sat associ properti drama aliv run entertain god disappear remain inert energi sat second creation sat exist design express absenc design meant word sat design second sat design express start stage pure scienc analyz natur conclud womb mother root birth child womb mother father awar child realiz father root interact father hidden secret infer perceiv biolog scriptur infer realiz father birth father understood infer scriptur soul awar basic form inert energi time deep sleep dissolut state inert energi brahman refer brahman item creation inert control sourc god call gita cover god time brahman god god qualifi medium will awar enter inert energi god inert energi gener plan issu gita concept hidden father visibl mother joint approach philosophi scienc accept infer percept concept god creat inert energi charg god call call creator creation treat father daughter entri god energi secret union father mother energi materi matter wealth materi form appear issu hidden father visual scientist theist agre father mother creation leav perceiv basi mother accept infer father understand inner concept peopl misinterpret marri daughter concept materi total object creation stand exact god creator leav scienc travel philosophi concept understand god creat creation energi
darth_desolas,post_3674311,read comprehens issu scienc involv correct mechan religion faith mechan investig natur claim call strawman yup human check human test correct scientif methodolog faith scienc singl success method investig univers speci comput type great evid faith engin ignor scienc scientif method scienc perfect thing scienc work wrong great nonsens understand scienc place bet understand toe funni notic scientist pick error claim religion faith scientist scienc nonsens scientist disprov evolutionari theori creation testabl correct hypothesi natur univers rich dream understand scienc criticis ignor religion
akhlut,post_4544462,base sole featur evolut passag allel gener evolut core understand busi discuss hundr forum prove admir call strain string basic terminolog bother prove evolut occur explain experi isnt complet evid evolut speci distinct rough correspond realiti speci bacteria matter conveni descript realiti ground note bacteria design total ignor biolog realiz speci level design fact speci evolv awar well evolut speci format nich geograph separ genet fixat cours hell talk ignor will matter govern prohibit peopl enter reactor lethal amount radiat earth activ nuclear reactor find sustain level radioact ignor hell talk clade dismantl split numer clade proof serial branch dismantl clade ignor boot speci earth will post retard differ post enlighten agenda truth
allevil,post_3740624,sweet money invalid assumpt prove statement observ come exist inclin suspect assumpt true assumpt proof invalid assumpt exist statement valid suspect assumpt true remain unproven assumpt statement demonstr valid justifi statement big god statement proven true statement invalid demonstr univers exist easili imperson natur forc statement unfound statement statement logic prior unfound unproven statement faith logic reason assum statement correct dollar australian dollar american dollar patent pend
neutral,post_1060933446,messag good atheist resort bias sampl fallaci evid mormon ident idea difficult substanti claim bom small troop jew show hundr year christ record initi event continu process figur degre certainti exactli caus fail happen year event bom suppos place convinc bom work fiction fail acknowledg difficulti establish fact god fake coven bush ten command true peopl doubt laugh heard burn bush jew law laugh swept histori jew remain mormon grow shrink fake compar fake atheist stand compar float tea pot space magic plate spaghetti logic cop
eddie_haskell,post_4404780,song concern god bad thing play presenc cours purpos public set point bad whatsoev song arrog assert save form music air public venu groceri store restaur song depict sex irrespons death gangster consum passiv frame mind consum consum consum odd concert fulli christian band michael sweet work want experi live set california simpli paid attent lyric good night gm
quantrill,post_4468859,acknowledg jesu christ son live god isaac promis seed abraham oppos state bibl read christian spent time muslim absolut plenti peopl church christian will burn hell etern good muslim accept god concern rethink posit god islam god father jesu christ compromis faith replac jesu muham blasphem jesu man jesu son god god flesh million muslim religion million muslim will burn etern lake fire compar mormon cathol differ bibl islam bibl today word god jesu christ son god paid sin salvat jesu christ christian worri peopl compromis faith belief simpli jesu christ holi spirit involv fals belief will will jesu christ muslim ignor throw koran bibl jesu christ lord saviour cours islam will remov truth pervert truth christian christian combat lie confront christian defend peopl involv knowledg scriptur involv happen quantril
dattaswami,post_1060972178,form creation energi item modif energi modif perish energi remain etern will god film pictur dissolut fool will destroy etern etern base will god god wish energi disappear destroy destroy etern finest form energi call veda call gita brahman will god withdrawn entir soul correspond attribut static impress inert energi retain state state good bad attribut feel static inert equal good deed paint pictur paper equal bad deed paint paper differ good bad state equilibrium state good bad qualiti creation mean equilibrium state three qualiti mention philosophi qualiti associ awar bad feel bad action equal good feel good action equilibrium state state good bad qualiti inert impress basic phase inert energi state deep sleep finest primari energi call maya greatest item creation infinit call gener product call god hidden root energi call word indic preciou god word indic unimagin god call maya root univers analyz god call root root word maya wonder capabl potenti energi will god energi stand medium will god wonder design creat energi indic wonder will god soul cross maya soul transform basic inert energi maximum god gener energi origin creator modif energi matter awar light constitut second plane call maya soul cross maya maximum creat matter exist inert energi creat awar life exist inert energi creat light heat inert energi super natur power respons miracl creat primari energi origin creator creator secondari level call secondari creator third level feel gener awar form gener matter form feel constitut third level call maya soul power cross maya produc form matter produc feel awar devote bless god super power creat golden pot indic level third second plane gold produc exist energi control maya pot produc gold control maya creat primari energi gold pot produc
neutral,post_4390821,polygami allow support benefit govern govern marriag practic acknowledg fact marriag institut legal transact properti subject law case miss guess acknowledg belittl peopl shock hand wave entir case law fact peopl arguement attempt marri anim happen magic need dick serious think ignor ass incap insult peopl state expert law refer marriag tradit rais usual simpli ignor actual process amaz knowledg natur youth studi rebutt mind constitut defin marriag equal stop pretend will happen fake expert trust experi weigh thing equat contractu process inequ agh flip usual marriag contract someday woman rip marri well process grant financi benefit repeatedli state fine equat marriag hell bad govern leav relationship govern fail acknowledg combin asset solut separ fine busi bad peopl magic legal framework bigot
incorporeal,post_4320719,determin exist exampl exactli definit establish attribut clearli defin absolut addit attribut conceiv alter absolut natur definit allow start entiti suggest factor involv group describ plural person factor focus issu peopl differ speak faith care differ inher privileg likewis busi live live btw live definit infer entiti live full activ qualif restrict form type activ
marlowe,post_1061249329,point start thread appar attempt white wash cathol church nah bibl christian shade pass frankli clue thought repeat lesson drum learn war terror prove mighti militari forc innoc defenseless civilian terrorist kill caus taliban defeat remind britain attack irish cathol terrorist ira american fulli support vatican wise didnt side cathol priest clearli encourag member ira gt democraci yeah spare polit propaganda histori heinou atroc commit high principl sir steven wrote condemn high ideal cruelti greed holi war long intoler god imo crusad btw happen pope titl repres son god
neutral,post_4575839,scienc posit stroll state opinion god everyon wrong hors earth realiz peopl planet pretti good idea sceinc simpli declar unscientif call appeal author fallaci read rebutt wo person attack point call peopl moron notic moron sceinc work silli dismiss evid continu pull atheist creationist belief exist direct evid will dismiss base faith
bow_to_the_robots,post_4279655,declar nation mission statement thing born free entitl life liberti pursuit happi law flow concept progress bill right govern task guess debat proper role govern free societi view simpl task difficult execut care balanc compet interest citizen enjoy maximum protect liberti expens fellow fail govern marriag exampl meet standard place go go govern case codifi deepli person human relationship equal board regard public opinion imho
bishadi,post_4370058,ignor statement reason marriag term intercours comprehend understand day men marri hoot women children heck man walk women produc well read sens glad sick uneduc mind dont live gener case point treat gay marriag tax benefit agre talk term origin cultur creat marriag benefit help aint requir well read experi gay folk gay friend friend period lay dish
neutral,post_4587542,button sudden hitler car carri pope read read actual histor analysi peopl bother realiti hitler point year debat question hitler pose titl meaningless reflect individu bia assert histor fact fact tell site claim hitler christian nazi movement christian guess atheist web site american soldier pray wwii well clearli entir thing religi crusad vision clearli drove religi aspect american soldier wwii simpli play effort good fact german soldier christian wonder defin christian small hitler wrath manipul war truth hitler nazi tool bash induc charact antic basi make short ignor religion atheism teh revers charg level nazism ideolog manipul nazism seiz control entir nation simpli toler kind histor game teh spread exagger sole intent bash peopl stroll correct histor claim bigotri enlighten
incorporeal,post_4435479,well card mess lot atheist will frown govern make law restrict liberti irrelev atheist claim statement lack evid promot exist god well express opinion law evid object bear establish point question censu legal bind oper govern falsifi censu subject heavi penalti peopl voluntarili censu bureau agent fact make statement testimoni subsequ statement individu censu bureau agent evid fact attest censu report adult unit state attest christian public attest serv profess faith profess faith occup requir special train liber art scienc esp three learn profess law theolog medicin bodi peopl occup profess declar call profess faith declar faith religion esp enter church religion order belong faith religion subject declar footnot number deriv latest censu unit state record offici govern document internet record websit evid pertain censu religi statu peopl particip profess faith christian church denot belief exist god record evid total attest major countri exist god evid record tangibl item base experi peopl particip reject desir reject will reflect bia religion christian evid follow philosophi scienc bigot
felicity,post_4412922,question answer god deem entiti greater reason perceiv entiti god greater object ration reason respect entiti answer question recal bia explor deepli occur human respons belief god degre trust hand faith trust reason benevol greater entiti stori isaac abraham ot seek understand work univers understand fulli bother empir scienc evid realiti make excus guess god thing skin call chang life struggl trust mention grow allow well journey
nullity,post_4769953,yep claim gener entireti post quot contain thing address read respond statement argument figur differ nope point gener shoot directli dishonest speak subset christian refer articl agre statement christian gener address ignor twist state claim argument perfect lie lie call make observ core scienc read case pollut discuss fallaci longer particip intellig civil discours discuss thread omnisci last pain slip habit shame nice refrain attack opportun chat adult
cooky,post_4613442,text directli link provid god left surfac planet abund evid univers design super intellig agent purpos univers exist capabl support advanc life design univers evid tell god real creat univers design earth solar system impress addit human be remark anim earth suggest process link explicitli state chemistri physic preclud possibl life evolv earth interest discuss explain evid god relev btw atheist
swensson,post_4506925,answer muslim associ terrorist peopl west terrorist assum white christian american feel automat denounc refrain denounc terrorist act protest fact automat expect denounc answer muslim denounc complet inform mass denounc terror buy newspap septemb go buy newspap al qaeda respons attack attack media acknowledg muslim suppos chang convers year complet think align dude countri rocket launcher
wanren,post_1060953616,simpl quran compar bibl quran book bibl approv order legitim muslim turn bibl find histor valid mecca moham muslim fail find allah command consult conform christian bibl muslim accept histori discoveri reject quran prefer quran modern scienc truth slowli sure reveal allah reveal bibl will scientist discov evid quran fake http amp oldest quran manuscript youtub
neutral,post_4325366,umm hmmm quot poster make stupid point motiv fear hell address entir entir ignor arguement jesu rare mention hell ministri base fear stop tell believ read studi ignor repeatedli correct erron stupid thing fact bigotri moral hell fact worri hell spoon grow magic wing stab heart pain live life actual fear real rip context tool peopl order deriv worth make claim wrong wrong super victim earn fact don t walk spew hell overli concern post victim deliber hell tabl hell central christian concept motiv atheist clarifi go hell atheist go hell liar
neutral,post_4401420,agh yeah call appeal ignor rest total lazi utter inabl case state genuin lack belief head atheist look evid repeat investig process well utterli logic observ slightest appeal author fallaci bs agre atheist disagre christian post claim expert claim studi side expert christian better practic advoc jesu myth reject scholar belief catch claim studi constantli deliber studi misrepres teach constantli correct faith claim better christian christian spend time correct deliber interpret lie offer routin atheist acknowledg short come studi subject reject faith constantli correct point simpli choos excus excus line avoid conclus care atheist care lie faith knowledg state trust expert tell christian eat small children point antic will result rebutt christian clearli think logic
ctrl,post_4584952,isaiah switch bibl fine interest go stick choos choos wise argument bibl infal continu call liar feel better help frame bad guy copi content post googl will return thing googl imag switch medium size will find imag read bibl peopl search bibl thing rememb younger man real mythic creatur weapon websit creatur rememb passag bibl expert absolut fine context felt context relev larg chunk purpos atheist lot issu bibl koran fire element sort great stuff jew phoenix misquot singl ing thing will provid state sentenc post kjv care answer frustrat compil list problem go lot work cohes start switch bibl
neutral,post_4424341,leav key portion order case inaccur light imagin atheist bag constant fear god real guy violent go kill son young blue reason atheist bag peopl scum bibl well light accur light harden bag will understand soldier fought gener year battl highli battl outnumb terrain greatli favor enemi pull stun victori matter beat pant enemi kill civilian light lose boot day despit previou statement avoid kill civilian tell villag enemi will destroy utterli trust man trust drop hat explan miss thing stori point faith god trust god great risk son trust god god deliv time result rock steadi faith god abraham descend promis numer star simpler task god misrepres ignor good thing rip bibl read convey greater knowledg accept taught explan
ojleb,post_4645390,live assum answer question reason answer media media reliabl sourc ummm reli western media injustic happen media report sell paper rate govern problem ignor major listen child marriag popular occur muslim popul major muslim govern lol peopl children speak govern continu post nonsens govern middl east child molest blame victim rape time read islam cleric preach women read imam sheik preach thing fact delusion speak live middl east person experienc stuff post infact clear fact accept arab spring remov dictat peopl freedom chang islam wow call post fact women pray area mosqu room mention quran practic major muslim child marriag reason pray prevent distract pray treat unfairli point bring salam
swensson,post_1061204538,usual claim speak point pope bishop bad church credibl protect power bad thing blame church crusad blame critic accur word church sort power person induc war speech thing blame pope urban ii crusad claim movement start singl man naiv think wwii product hitler like jew urban detail pass work exist chang mental histori prefer critic blame point argument stand bad action individu cast shadow church church tendenc bring power peopl knowingli abus
daggdag,post_4685428,beleiv homosexu born person choic gain earli life experi doctor feel chemic person attract opposit sex proven plenti exampl young men woman show homosexu behavior form young age natur occur person peopl chose peopl learn life experi exampl man abus mother earli age grow close father childhood associ mother behavior woman natur develop relationship male distanc femal sexual choic
bishadi,post_4628641,interest save comprehend contribut exist born unawar capabl learn absolut truth comprehend exactli bad pure exist natur god save good support life continu energi live live live contribut exist time choic bad loss common lie cheat selfish input will eventu fade extinct good live bad extinct eventu judg time basic
neutral,post_3718189,relev statement happen long discuss run gener debat peopl set bit person flame bait hope illicit emot respons poster kind person pot shot accept target debat ignor major debat accept nah wrong fli point debat expos rel strength weak posit atheist resort actual debat direct comment poster debat well knew critic posit atheist christian result person animos utterli merit examin afford opportun point clear
protectionist,post_1060866305,thing creat mind lazi homework islam ignor thousand instanc laughabl claim exist fool claim exist iran nuclear program muslim brotherhood front group america war afghanistan york giant win super bowl quick islam grow connect good true terribl thing result thing islam year murder genocid intimid coercion vile thing typic muslim mafia ignor lazi bum wo pick book muslim cohort instruct read islamist member muslim brotherhood group cair ma lie islam rewrit histori paint islam good well rocket scientist figur sever misogyni wife beat gay hatr dog hatr hatr music hatr genocid pedophilia slaveri kidnap tortur mutil block traffic mass street chang cultur point dire peopl job speak truth eat common american food demand thing expens taxpay student colleg bad bad bad thing activ cancer will america root erad bad tooth
maytag,post_4497146,blend think suggest think think blend choic choic make gener choic feel fact dishonest tactic point talk choos fantast evid person choic talk think talk choic switch belief chang topic comfort respons confront head ignor temptat chang topic boy link post dead deceit attempt person coma declar brain dead man die cross sit rot three day come dead fals wit friend better feel onlin debat truth blame ask question answer honestli maintain belief
taxpayer,post_4709743,licens endors procreat genuin feel govern involv eugen propos appropri law glad debat frankli idea parent licens step address overpopul appeal doubt argument place marriag legal institut group histor poor child bear rate reason procreat grant access institut heterosexu deni sex coupl demonstr basi discrimin potenti procreat motiv sexual discrimin arbitrari share
giftedone,post_4343065,cours age earth question question limit reason idea exampl earth creat bc creationist reason standard creation cover school cover question relat reason theori ice core earth year fanci scienc need count layer tree ring error percent year creation correct flood end roughli bc continu cultur histori africa china south america egypt spectacl bear south america reason answer question
someone,post_4434678,evangel person deiti doctrin program belief promot wit terminolog problem better term atheist oxymoron presumpt atheism gener progress scientif worldview peopl began accept scienc built accur understand start adopt philosoph base scienc broadli idea propag man wide shift percept popul centuri atheism presumpt conclus evid suggest deiti exist lack evid logic lead dismiss theist claim lack evid proof absenc suffici dismiss question pend evid contrari presumpt atheism anthoni flew logic consequ wide accept logic scienc anthoni flew write point view describ accept fact chang opinion irrelev bring attack religion thing promot evangel atheism consid care definit evangel attack christian reveal flaw automat accept atheism reform christian creat religion address philosoph problem point christian god consist sensibl automat person fail deiti odd christian percept denot error christian argument mistak fact attack healthi organ valid critic factual error reform mindset christian mistak scriptur error christian argument christian argument consid revis scriptur react critic attack reveal christian atheist feel widespread philosoph error danger confront accept take evil prevail good men stand allow christian control secular author danger atheist target rule guard principl religi freedom appreci peopl threaten christian shove secular life repres danger awar christian fear christian reason histori rife exampl christian react neg religi group forum exampl vast vast major atheist religion prompt believ insult attack atheist stick desir secular life christian feel provok atheist put ten command step understand thing motiv ration motiv hate spirit reason peopl scare radic christian ground
junobet,post_4519103,post indic lack intellectu capabl intellectu honesti uphold coher discuss relationship husband par relationship best friend girlfriend long last love care relationship full tender wrote flesh press issu encount lengthi discuss anal sex problem proven problem accept teach paul divin inspir reject customari fulli explain criteria decid understand help case luckili christ judg neutral descript perceiv attack messeng problem paul cultur strong sexual ethic caus suffer centuri explain divid appl orang dismiss side remark turn moral law lengthi paragraph paul elabor theolog argument think women veil pray customari prejudic reason victim cultur norm mistak god will argu sort hint cathol church retract teach homosexu teach retract exactli point agre cathol includ pope capit punish agre lot cathol includ pope view homosexu behaviour cathol jesu describ current state affair tens want open complet subject interest refer text theologian proof jesu accept homosexu person extrem judg born choos marri sake kingdom heaven accept matthew
ingledsva,post_4745462,lol compar religion debat year save expect hypocrit christian folk divorc ot bibl word god testament law happen hypocrit place context group talk hebrew outsid claim god land attack peopl sentenc sens find repli hilari captur rape sold slaveri hebrew lol hebrew habit kill starv qualifi rape women children go fli read bibl hebrew peopl land attack surround group pagan enslav rape girl murder dumb anim pure bull misread rape rape kidnap rape women templ
overdrive,post_1061028054,interest stuff enjoy initi script video accept bia jew ppl studi year tv ancient inhabit yr ago desert underground river flow med south amp west watch long amp perman drought set spread go egypt btw start thread true confess thread thought thread talk fals origin israel insist sole mother amp father upbring
neutral,post_4618147,care reput man dose free sin fault dick peopl act dick sore mistaken base yoru reput dick sound alik circular logic excus troll cours deal jerk childish bs stab will simpli report insult troll standard atheist internet bulli man brave internet screen anonym truth atheism reveal ass hat behavior inabl engag construct constant knock intellig peopl worth pathet
neutral,post_4463622,blame kiddo redicul thing advanc standard sens point glare doubl standard consumm victim straight pay tax remain money support group pay tax peopl choos support church random atheist organ pay fair share opinion clearli attack church adher will abandon secular blind belief basi judgement favor drop hat long favor camp simpli state fail test disagre demonstr opinion merit fail test btw appreci attempt bulli faith fals wit kid lack account think debat forum blind accept opinion faith realiti reject lie excus accept atheism faith
neutral,post_3934623,introduc semit question god logic trail laid logic requir learn faith thought yep convent explos gener creat univers underli premis fuel sourc case case invalid realiz detect explos correct statist natur occur method creativ product militari planner count random explos breach wall appropri time place cours entir natur explos creat univers pure energi natur sourc specul point belief hold sway creat univers result pure fabric creat fuel sourc trigger predict event rang rate entir size pin head creat huh mount detect confirm scienc spread matter univers lay foundat fact creat t energi matter bang creat preposter contradict creat idea set natur phenomena similiar occur purpos explos river land indic design tell creation consid creation well understood elimin possibl creator base faith idea peopl idea creation answer faith speak speak three bibl jesu understand continu religion remain push understand process key matter energi destroy big bang closer realiz process random faith scienc speak knowledg remov wisdom truth matter ration revolut rebutt solv declar faith think knowledg god ignor thing human honor emot relationship purpos revolut worst enemi review french revolut notic cathol church activ franc islam grow
lynx,post_4695583,glad thread christian life exist scienc contradict bibl theori life angel fallen angel demon fallen angel earth weird human cattl mutil kind angel fallen angel angel space heaven angel live planet solar system live fallen angel live bibl devil angel throw earth fill rage left guess earth earth area close earth moon dark side moon mercuri mar simpli solar system god live highest layer space believ imagin heaven space war mix nuke earth war will earth space earth
neutral,post_4741096,read write russel tea pot argument absurd read toss rebutt argument notic state agnost atheist ignor argument present differ agnostic atheism incompat demonstr agnost atheism take premis sheer contradictori absurd rebut pretend total moron inform definit read offer actual rebutt atheist claim familiar faith extrem well three artifici categori agnost atheist behav exactli
revanarchist,post_4383888,topic theori pure mathemat specul mathemat specul concept work real math gap theori work math fail steam come ear read lip awar mine gener vagu statement post shorter go tech aspect string theori will expand focu provid sourc detail explan claim challeng member clarif detail string theori summari choos theori standard big bang theori univers hot model will choos univers feel prefer amount dimens insan amount dimens univers string theori addit classic big bang theori strength evid support conclus extra univers specul quantum graviti repli univers explain love theori tangibl empir verif iota cours friend number quot number matter larg trillion uh trillion infinit will physicist gener number larger ten power intens purpos infinit technic theori tangibl evid empir evid theori tangibl evid empir evid dimens exist coordin medium well sourc theori quantum graviti correct theori state exceedingli gener vagu reason theori state version univers infinit cyclic forev theori redeem properti go wast year decad brain drain best work monster hey monster cuz string theori lot theori eh ha ha good post thought bring interest idea conclus reva
javablack,post_4375230,entir book concept hell hell concept lot thing pagan judaism jew serious today mythic afterlif suck eat dust live underground egyptian reign cult posit afterlif good peopl bibl place forget place fire horribl smell refer liter place earth hebrew deni crimin sort religi toss pit pit diseas burn bodi book place lot detail etern christian lost faith learn book good reason includ canon church polit religi refer book shock greek roman place miser dead christian earli convert greek roman
anobsitar,post_1060981986,burger cheat know murder worth person planet famili member respons death thousand peopl thousand thousand thousand speak moment funni idea person burger met life guess well idea met life inform newspap wikipedia idiot england sell medic equip burger bad joke realiti money respect truth peopl respons famili member murder burger crimin funni idea eye strang attack victim crime attack person intent attack injustic person big problem life life deed file close god will cri suffer burger respons death peopl altern question feel exactli speak intellectu eat decis god today decis god english speak educ priest guess worst problem mankind god worri feel worri moment justic confus punish freedom behavior consequ love girl soul contin hope better steal hors consequ mistak case belief silenc silent punish sens mind combin silenc punish see injustic cri grow blind
ojleb,post_4551506,prove post wrong call spencer obviou guest big fan clown point immatur plain stupid quran spread terror terror minor religion member million million muslim day blow thing islam robert spencer idiot lol claim argu proven wrong spencer understand quran clearli understand garbag mouth book clearli absolut true islam danger hatr ignor arrog islam love knowledg toler tv movi video game major true muslim planet true prove spencer wrong singl day
giftedone,post_4714115,ye discipl jesu talk plain english fellow sit thing pass jesu term ye time chapter time refer discipl ye abomin desol pray ye flight winter ye hear war ye troubl likewis ye ye thing door discipl ask will jesu ye ye ye hear jesu clearli refer discipl place suggest refer futur peopl ye ye jesu jesu tell discipl go tell gener will pass thing jesu earlier chapter pass
mister_magoo,post_1061241089,australia pay capit gain tax profit day trade tax equival level incom tax pay problem definit gambl incom tax claus state tax gambl profit definit gambl dictionari monetari payment base result futur uncertain event wouldnt appli watch stock price compani buy share compani sell case escap held judg respons court defin gambl respons peopl well definit appropri legisl pay tax day trade profit pay tax currenc trade profit feel sit front day trade click mous gambl tax paid cours billion tax govern lose wonder ball appropri court
reiver,post_1061373252,liner routin resort coher mere factual statement understand unemploy trend usual tool foolish exampl refer interfer minimum wage trade union cours numer empir studi support effici wage hypothesi market clear wage practic result debat compet sourc whilst neoclass approach model mirror marxist approach sociolog model fair deriv distinct georgist relev labour market analysi kindli demonstr paper provid cours understand labour market firm organis go econom output victim dear chap useless
oldmanonfire,post_1061255128,read student loan interest rate increas loan juli current student loan balanc make assumpt interest thing balanc budget requir math spend equal incom period govern wish spend increas incom incom low adjust spend math washington serious balanc feder budget town caus thing deficit amount enorm repres govern spend second greedi simpli wo sacrific pay suspect public discuss deficit spend debt year talk correctli factor oblig
danielpalos,post_1061314153,resort fallaci fals employ voluntari state form communist regim requir work ethic republican form govern respect right privat properti logic follow omit gener long war poverti sunk cost equiti social dilemma moral bear true wit concept legal doctrin employ will unemploy compens form equal law justifi concept rule law resort fallaci composit tax incom pay gener form taxat moral imper solv offici poverti bear true wit law simpli sake moral true wit bear miss point entir full employ resourc market labor
lulz,post_4144103,point drink republican real number overwhelm major peopl medicar medicaid notion go program needi hogwash problem republican divid conquer pit middl class poor peopl profit major money govern welfar fight tax break millionair want cut cost welfar discuss unnecessari test perform year bill taxpay demon poor wast fraud abus ladi die nurs
meta777,post_4522922,factori method determin true factor live trade live capitalist system point capitalist system inher favor wealth control product capitalist system wealth control product go origin statement capitalist wealth produc labor govern regul simpli control product capitalist reliant labor labor product control product capitalist forc labor work product hand capitalist labor will choic matter
